Resume_ID,Job_ID,Job_Title,Company,Similarity,Rank
27213082,3905862537,Senior Project Manager - Software,"BEM Systems, Inc.",0.3202,2
27213082,3888965976,Project Design Engineer - Engine Integration,Kenworth Truck Co.,0.3161,3
31813535,3895486970,Game Developer,Vertisystem,0.3716,1
31813535,3888965976,Project Design Engineer - Engine Integration,Kenworth Truck Co.,0.3611,2
31813535,3904365365,Gas Turbine Transient Performance Lead Engineer,GE Aerospace,0.3481,3
17115815,3902342463,Sales- Lead Generation Specialist,"Plymate, Inc.",0.4564,1
17115815,3903465928,Midmarket Sales Executive - Midwest,SAP,0.4157,2
17115815,3905857682,Sales Director - SAP Projects,GoWin Search LLC,0.4072,3
20317319,3904958334,Head of Sales,"Right Executive Search, LLC",0.339,1
20317319,3901800114,"Vice President, Business Development - B2B Sales",Teleperformance,0.3209,2
20317319,3884447063,Sales Account Manager,California Commercial Security,0.3173,3
38007664,3889719294,Director of Federal Sales ,Airfinity Ltd,0.4427,1
38007664,3900976489,"Vice President, Business Strategies",National Institute of Building Sciences,0.3972,2
38007664,3895543179,Sales Exec - Fed Government (Digital Security),Entrust,0.3952,3
24412546,3901351171,Executive Director,,0.4002,1
24412546,3906245364,County Manager,ICMA - International City/County Management Association,0.3776,2
24412546,3901670891,Administrative Assistant,Rensselaer County Regional Chamber of Commerce,0.3477,3
29014805,3902831650,Mortgage Loan Officer,Home123 Mortgage,0.4443,1
29014805,3901693241,Experienced Mortgage Loan Officer,NEXA Mortgage,0.4409,2
29014805,3905660650,Community Lending Mortgage Banker,City National Bank,0.4314,3
12377803,3901651305,"Senior Product Manager, Compliance & Money Ops (New York City)",January,0.2917,1
12377803,3891251629,Staff Accountant,Hawaii Accounting (HiAccounting) - A Division of The Hawaii Group,0.2887,2
12377803,3891071499,Director of Finance,"City of Lakewood, Ohio",0.2835,3
32385553,3906229814,"Business Coordinator, Dean of Health Professions (Partially remote)",The University of Texas Medical Branch,0.448,1
32385553,3906255620,Executive Assistant,Net2Source Inc.,0.4346,2
32385553,3889716108,Accountant,AYOUB & YOUNGREN,0.4307,3
13199813,3889483974,Regional Sales Director,Spencer Riley,0.3347,1
13199813,3905220460,Business Development Director,"JRG Partners, LLC.",0.3171,2
13199813,3902740434,"Business Development Director, Corporate",L-Acoustics,0.3157,3
11551946,3884447063,Sales Account Manager,California Commercial Security,0.5307,1
11551946,3901635045,Technical Sales Manager (OEM),Hunter International Recruiting,0.4995,2
11551946,3906221805,"Director of Sales, Natural Resources",SCS Global Services,0.4991,3
22765255,3903468666,"Vice President, Operations (Latin America)",Integer Holdings Corporation,0.3361,1
22765255,3898169034,"Director, Product Development and Commercialization",Chipotle Mexican Grill,0.3298,2
22765255,3901390236,Senior Commercialization Manager,Story Cannabis,0.3282,3
20427934,3903479859,Director of Development,World Science Festival,0.2629,1
20427934,3901948519,Director of Development & Community Engagement,Mental Health & Addiction Association of Oregon,0.2607,2
20427934,3906256243,VP Corporate Financial Planning Analysis,Arconic,0.256,3
35673335,3904089674,Head of Sales,Exelegent,0.3943,1
35673335,3884856265,Fractional CMO Partner (Marketing),OneForce,0.3907,2
35673335,3901800114,"Vice President, Business Development - B2B Sales",Teleperformance,0.3832,3
16846478,3901800114,"Vice President, Business Development - B2B Sales",Teleperformance,0.4036,1
16846478,3904958334,Head of Sales,"Right Executive Search, LLC",0.3851,2
16846478,3901696621,Executive Vice President of Business Development - Digital Sales & Lead Generation,Teleperformance,0.3759,3
89197180,3898168095,Customer Service Representative - Export,Valco Melton,0.4506,1
89197180,3905210071,Logistics Operations Specialist,Phaxis,0.3941,2
89197180,3905312580,Freight Forwarding Business Development,,0.3757,3
36574147,3902783910,"Teller Supervisor - Gary Ave Branch - Carol Stream, IL",Old Second National Bank,0.4323,1
36574147,3904988509,Head Teller,Ameris Bank,0.4185,2
36574147,3902364893,Customer Experience Specialist,Platte Valley Companies,0.3997,3
27004930,3906221805,"Director of Sales, Natural Resources",SCS Global Services,0.4109,1
27004930,3884447063,Sales Account Manager,California Commercial Security,0.3952,2
27004930,3903890106,Territory Sales Manager,ADT,0.3897,3
12230301,3901938742,Paid Ads Manager,AdvoCare,0.5088,1
12230301,3900944859,Project Manager - Paid ads,80Twenty,0.5036,2
12230301,3898163463,RETAIL MARKETING MANAGER,C.C. Creations,0.4938,3
59696315,3902751374,Regional Sales Lead,Carollo Engineers,0.5225,1
59696315,3905890383,Senior Account Manager,"Synchrony Group, LLC",0.5186,2
59696315,3905202574,Director of Strategic Accounts,AFS Logistics,0.4896,3
20633855,3905821539,"Vice President, Commercial and Sales Success",Stratix Corporation,0.4055,1
20633855,3884911725,Territory Sales - Medical Sales - Long Island,"Direct Sales Recruiting, LLC",0.403,2
20633855,3884912476,Territory Sales - Medical Sales - UT,"Direct Sales Recruiting, LLC",0.403,3
18311419,3904089674,Head of Sales,Exelegent,0.5117,1
18311419,3906231123,"Vice President, Business Development",Valet Living,0.4794,2
18311419,3904960001,"Vice President, Sales - US Majors","NTT DATA, Inc.",0.4597,3
16091352,3901390141,National Accounts Manager -- Food Service,Liquid Environmental Solutions,0.4077,1
16091352,3904953558,"Manager, District Sales, Strategic Channel Partners",Brother USA,0.4009,2
16091352,3904956243,"Manager, District Sales, Strategic Channel Partners",Brother USA,0.4009,3
27375577,3895222638,Vice President Finance,3 Bridge Networks,0.3634,1
27375577,3889738701,VP- Investor Relations Finance- Private Equity Firm,Phyton Talent Advisors,0.343,2
27375577,3887839083,VP of Finance- 1909309,Brhino Search,0.3428,3
25813953,3886882290,Sports Minded Promotional Sales,Be Marketable,0.4172,1
25813953,3904384271,Key Account Manager,Altor Solutions,0.4109,2
25813953,3891073516,Inside Sales Representative,STEM Talent Solutions,0.3972,3
76916835,3884447063,Sales Account Manager,California Commercial Security,0.5232,1
76916835,3887711206,Fluid Technology Sales (Outside Sales),Crane Engineering,0.5006,2
76916835,3904953558,"Manager, District Sales, Strategic Channel Partners",Brother USA,0.4971,3
17730889,3906253832,Real Estate Legal Assistant,The ASB Law Group PLLC,0.3296,1
17730889,3902741075,Real Estate Closing Attorney,Executive Leadership Solutions,0.3096,2
17730889,3905255182,Administrative Assistant,Bespoke Real Estate,0.3042,3
67501448,3902316461,Senior Marketing Associate,Trascent,0.375,1
67501448,3905861867,Marketing Coordinator,,0.3703,2
67501448,3901937611,Entry-Level Direct Marketing and Communications Events Coordinator,DM Group,0.3613,3
17421910,3906222608,Credit Officer Lead Corporate Banking,City National Bank,0.5133,1
17421910,3891080193,Clark Blvd. Financial Services Officer,Ascend Federal Credit Union,0.4927,2
17421910,3906221642,Credit Officer Senior Corporate Banking,City National Bank,0.4918,3
12632728,921716,Marketing Coordinator,Corcoran Sawyer Smith,0.0,1
12632728,3906267224,Marketing Social Media Specialist,Solugenix,0.0,2
12632728,3906267195,Business Development Manager,Trelleborg Applied Technologies,0.0,3
91467795,3905340195,Practice Group Marketing Specialist - Life Sciences,Cooley LLP,0.4491,1
91467795,3904089674,Head of Sales,Exelegent,0.4491,2
91467795,3901800114,"Vice President, Business Development - B2B Sales",Teleperformance,0.4443,3
13574264,3901696621,Executive Vice President of Business Development - Digital Sales & Lead Generation,Teleperformance,0.4417,1
13574264,3904089674,Head of Sales,Exelegent,0.4322,2
13574264,3906221805,"Director of Sales, Natural Resources",SCS Global Services,0.4293,3
27139412,3904089674,Head of Sales,Exelegent,0.4608,1
27139412,3901652587,"Vice President of Sales & Marketing - Southern States Cooperative - Richmond, VA","GROWMARK, Inc.",0.4584,2
27139412,3904410727,Sales And Marketing Specialist,,0.453,3
14070138,3898167075,VP of Solutions Sales,Confidential,0.4662,1
14070138,3904958334,Head of Sales,"Right Executive Search, LLC",0.4608,2
14070138,3904089674,Head of Sales,Exelegent,0.4603,3
15811992,3895807582,"Manager, Sales Business Retention - Software - *Hybrid Remote*",Wolters Kluwer,0.4932,1
15811992,3886209045,Senior Vice President Sales Operations,Jobs & Hiring Limited,0.4833,2
15811992,3884916106,Sales Manager - Public Relations & Investor Relations - NYC,"Direct Sales Recruiting, LLC",0.4754,3
14871762,3905213470,Senior Business Intelligence Director,Confidential,0.3055,1
14871762,3906096020,Data Analyst,Infojini Inc,0.3004,2
14871762,3894903455,"Exciting Opportunity: Global Analytics, BI Manager (Contract-to-Hire)",Bayforce,0.2796,3
17597372,3904360689,Interior Design Assistant,Interior Talent,0.3929,1
17597372,3898173319,Senior Interior Designer,Gold Coast Interiors,0.3878,2
17597372,3901680178,Interior Designer,Friday Services,0.3828,3
18937778,3906221805,"Director of Sales, Natural Resources",SCS Global Services,0.4393,1
18937778,3882248468,Sales Director,,0.4326,2
18937778,3901471334,Regional Sales Manager - West,"GVA Lighting, Inc.",0.4261,3
14861855,3906259270,Credit & Collections Analyst,TriMark USA,0.348,1
14861855,3904426909,Corporate Credit Manager,Kloeckner Metals - Americas,0.3376,2
14861855,3887891221,Chief Credit Officer,Midland States Bank,0.3324,3
36170003,3901390141,National Accounts Manager -- Food Service,Liquid Environmental Solutions,0.4787,1
36170003,3904958334,Head of Sales,"Right Executive Search, LLC",0.4487,2
36170003,3901966401,Business Development Representative- Austin TX,Actian,0.4454,3
27937592,3882248468,Sales Director,,0.479,1
27937592,3884916106,Sales Manager - Public Relations & Investor Relations - NYC,"Direct Sales Recruiting, LLC",0.4722,2
27937592,3884447063,Sales Account Manager,California Commercial Security,0.4648,3
16519708,3904089674,Head of Sales,Exelegent,0.4175,1
16519708,3906231123,"Vice President, Business Development",Valet Living,0.4128,2
16519708,3902840994,Director of Business Development,Metropolis Technologies,0.4091,3
17602815,3902340779,Project Manager,Island Staffing,0.3488,1
17602815,3895530225,Healthcare Asset Valuation Analyst II,First Citizens Bank,0.3235,2
17602815,3904719096,Project Manager,SitelogIQ,0.3172,3
28337049,3905364652,Senior Administrative Manager - South Region,SWCA Environmental Consultants,0.351,1
28337049,3905371092,Senior Administrative Manager - North Region,SWCA Environmental Consultants,0.3404,2
28337049,3905829697,Administrative Coordinator,Weyerhaeuser,0.331,3
33424600,3901395383,Branch Manager,Vaco,0.6432,1
33424600,3906256639,Branch Engagement Banker,OceanFirst Bank,0.6078,2
33424600,3904391553,Branch Manager,Queenstown Bank,0.6022,3
32042584,3902364752,SAS Developer,PEOPLE FORCE CONSULTING INC,0.436,1
32042584,3906230739,"Manager, Cloud Services Delivery- Remote",SAS,0.3916,2
32042584,3886454094,Clinical Statistical (SAS) Programmer,Piper Companies,0.3768,3
14752209,3886892795,Senior Customer Executive,Hormel Foods,0.5071,1
14752209,3903843140,Replenishment Manager,Ocean Spray Cranberries,0.438,2
14752209,3905243096,Membership Sales Director - Ruby Hill,Arcis Golf,0.4346,3
31273310,3884447063,Sales Account Manager,California Commercial Security,0.4263,1
31273310,3906221805,"Director of Sales, Natural Resources",SCS Global Services,0.4212,2
31273310,3904958334,Head of Sales,"Right Executive Search, LLC",0.4106,3
14055971,3906229814,"Business Coordinator, Dean of Health Professions (Partially remote)",The University of Texas Medical Branch,0.3588,1
14055971,3887596450,Patient Services Representative F/T Day,Prisma Health,0.3519,2
14055971,3887591902,PSR-Orthopedic-Foot and Ankle-Columbia,Prisma Health,0.3506,3
95382114,3904089674,Head of Sales,Exelegent,0.4391,1
95382114,3902840994,Director of Business Development,Metropolis Technologies,0.413,2
95382114,3891280031,Director of Business Development,Metropolis Technologies,0.413,3
23617240,3885862666,Transitions of Care RN,One Medical,0.3546,1
23617240,3885863489,RN Case Manager,One Medical,0.3546,2
23617240,3885860876,RN Case Manager,One Medical,0.3546,3
23138078,3902790342,Office Assistant - OP Rehab,Legacy Health,0.3494,1
23138078,3903879086,Office Administration Coord,MedStar Health,0.3376,2
23138078,3906229814,"Business Coordinator, Dean of Health Professions (Partially remote)",The University of Texas Medical Branch,0.3296,3
51777546,3902785002,Human Resources Generalist,RATP Dev USA,0.3626,1
51777546,3905873700,Human Resources Generalist,IBSS,0.3361,2
51777546,3884932466,Human Resources Coordinator,"Tyndale Company, Inc.",0.3292,3
69199666,3895275283,Psychologist 1/2 (NY HELPS),NYS Office for People With Developmental Disabilities,0.417,1
69199666,3895270891,Psychologist 1/2 (NY HELPS),NYS Office for People With Developmental Disabilities,0.417,2
69199666,3901375709,Part-Time Lecturer,"California State University, Long Beach",0.3848,3
93988900,3903435282,Emergency Medical Technician (EMT) / Paramedic Instructor - Onsite Lead,"ARMADA, Ltd.",0.2803,1
93988900,3887492203,Foreign Service Regional Medical Officer,U.S. Department of State,0.2692,2
93988900,3887702407,Medical Doctor,U.S. Department of State,0.2692,3
41910253,3904940959,ITSM Process Architect,Children's National Hospital,0.3695,1
41910253,3894868501,"Patient Access Specialist- Customer Service, Full time, Days",Northwestern Memorial Hospital,0.3456,2
41910253,3901939196,Director of Operations,Robert Half,0.3426,3
28670024,3905294249,Medical Practice Assistant-Hatcher Stat Hlth Center,Parkland Health,0.4709,1
28670024,3903815632,"Medical Assistant, Per Diem, Ambulatory Cardiology",Beth Israel Lahey Health,0.4605,2
28670024,3903812848,"Medical Assistant, Cardiothoracic Surgery",Beth Israel Lahey Health,0.4538,3
36625776,3887909807,Senior Provider Contracting Specialist (Remote),CareFirst BlueCross BlueShield,0.4796,1
36625776,3899535573,"Manager, Provider Relations",Molina Healthcare,0.4791,2
36625776,3899534795,"Manager, Provider Relations",Molina Healthcare,0.4789,3
96260484,3885103431,Health & Wellness Director - Sac,Career Systems Development Corp,0.3465,1
96260484,3900981141,Health Education Specialist,Eisner Health,0.3304,2
96260484,3901379007,"Occupational, Transportation and Hyperbaric Medicine",Mayo Clinic,0.3298,3
11378657,3887834752,Recruiter,Complete Staffing Solutions,0.399,1
11378657,3902813425,Recruiter,,0.397,2
11378657,3720384155,Healthcare Recruiter,,0.3914,3
34962725,3904431270,Nurse Resident- Emergency Specialty Services ED Observation - July 2024,Parkland Health,0.3798,1
34962725,3904426705,Sr Registered Nurse (RN) Specialty - Oncology Infusion Therapy - Part Time,Parkland Health,0.3707,2
34962725,3905291656,Senior Registered Nurse (RN) PACU - (3 PM-11:30 PM),Parkland Health,0.3631,3
18365443,3902355644,"Manager, Client Success",AC3,0.42,1
18365443,3898171820,"Director, Client Services - Home Based",SCP Health,0.4152,2
18365443,3903477129,Management Analyst,QinetiQ US,0.4039,3
26125407,3894298486,Patient Care Associate-Cumberland/Springfield Gardens,NYC Health + Hospitals,0.378,1
26125407,3902830785,Medical Laboratory Technologist,Lighthouse Lab Services,0.3426,2
26125407,3903874760,Ambulatory Care Nurse - Outpatient Radiology - Garden City,NYU Langone Health,0.3397,3
54934269,3900940763,Northeast: Long-Term Substitute Special Education Paraeducator - General,Stamford Public Schools,0.4622,1
54934269,3898177315,Anchor: Long-Term Substitute Physical Education/Health Teacher,Stamford Public Schools,0.4558,2
54934269,3898177380,Westhill: Long-Term Substitute Physical Education/Health Teacher,Stamford Public Schools,0.4558,3
37374340,3904064086,Financial Case Manager,TEKsystems,0.4561,1
37374340,3895504654,Hospice Nurse RN,MyMichigan Health,0.4023,2
37374340,3891807891,Hospice Registered Nurse RN,Traditions Health ,0.3919,3
25328428,3903879087,Patient Care Technician,MedStar Health,0.5118,1
25328428,3905332900,*Patient Care Technician - FT Nights | Pittsburgh LTACH,PAM Health Specialty Hospital of Pittsburgh,0.495,2
25328428,3905876186,Certified Medical Assistant,"Piedmont Ear, Nose, Throat & Related Allergy, PC",0.4919,3
56520872,3903811874,"Peri Operative LPN, Labor & Delivery - 36 hours",Beth Israel Lahey Health,0.4428,1
56520872,3902838610,Registered Nurse- Certified-Operating Room- (PRN),OSS Health,0.4418,2
56520872,3903812854,"Peri Operative LPN, OR - 36 hours",Beth Israel Lahey Health,0.4363,3
23944036,3887883515,Clinical Research Coordinator II,Fred Hutch,0.3974,1
23944036,3904391490,Clinical Research Coordinator III - RN - Sign on Bonus Eligible,Florida Cancer Specialists & Research Institute,0.3869,2
23944036,3905295575,Post-Doctoral Research Fellow - Gavin Ha Lab,Fred Hutch,0.384,3
19090468,3901351622,Senior System Engineer,"TechnoGen, Inc.",0.4679,1
19090468,3904403322,Technical Support Engineer L3 - HP-UX SME,Park Place Technologies,0.4633,2
19090468,3904398740,Technical Support Engineer L3 - HP-UX SME,Park Place Technologies,0.4633,3
16132195,3903480103,Field Registered Nurse (RN) (CHHA) - Adult Care,Atlas Search,0.4666,1
16132195,3904365248,"Hospice Certified Nursing Assistant, CNA",Sterling St James LLC,0.465,2
16132195,3898172671,Patient Care Technician I,Bryan Health,0.455,3
27030979,3902732555,Account Manager/ Client Partner,Wipro,0.3401,1
27030979,3906204184,Customer Success Specialist,Hawkes Learning,0.3377,2
27030979,3895528987,"SVP, Customer Success",iCIMS,0.3313,3
17960690,3885813080,Staff Nurse-Medicine/Surgery,NYC Health + Hospitals,0.2255,1
17960690,3889193334,Travel RN - Case Management,Trustaff,0.2249,2
17960690,3905621926,Travel RN - Med Surg / Telemetry,Trustaff,0.2227,3
17624934,3904940959,ITSM Process Architect,Children's National Hospital,0.3618,1
17624934,3902310684,Partner,,0.3393,2
17624934,3884804420,Vice President - Chief Operating Officer - Saxony,Indiana University Health,0.3342,3
22008817,3903875395,Strategic Sourcing Director,MedStar Health,0.3647,1
22008817,3900951312,Clinic Director,"Critical Care, Pulmonary and Sleep Associates",0.3605,2
22008817,3903889541,Director of Clinic Operations,Baylor Scott & White Health,0.3589,3
20835760,3888495835,Business Development Manager,,0.3892,1
20835760,3904089674,Head of Sales,Exelegent,0.3692,2
20835760,3882248468,Sales Director,,0.357,3
87520378,3889193334,Travel RN - Case Management,Trustaff,0.3006,1
87520378,3905621317,Travel RN - Telemetry,Trustaff,0.2888,2
87520378,3905623093,Travel RN - Telemetry,Trustaff,0.2888,3
58879993,3889193334,Travel RN - Case Management,Trustaff,0.3002,1
58879993,3905621317,Travel RN - Telemetry,Trustaff,0.2886,2
58879993,3905623093,Travel RN - Telemetry,Trustaff,0.2886,3
64471954,3886894569,Customer Service Representative,Tandym Group,0.4384,1
64471954,3905337612,Customer Service Representative,Pegasus Medical Concepts,0.4325,2
64471954,3904415594,Customer Care Advocate,MetLife,0.4173,3
18714571,3905283481,CNA - Inpatient,Lower Cape Fear LifeCare,0.5574,1
18714571,3901950222,Patient Care Technician I,Bryan Health,0.5465,2
18714571,3901944568,Patient Care Technician I,Bryan Health,0.5465,3
20748468,3906093631,Project Controls Analyst,New River Electrical Corporation,0.3429,1
20748468,3905302657,Project Manager - Veterinary Software,IDEXX,0.339,2
20748468,3904374851,Senior Project Control Specialist,Audubon Companies,0.3358,3
98300955,3885824272,"Senior Solutions Architect, Digital Customer Delivery",Talent Groups,0.5044,1
98300955,3906229132,Software Architect - REMOTE!,AMERICAN SYSTEMS,0.4645,2
98300955,3906228304,Application Development Technical Lead,AMERICAN SYSTEMS,0.4478,3
11653906,3895563488,Senior Director of Implementation Services,ECI Software Solutions,0.3716,1
11653906,3895560757,Senior Director of Implementation Services,ECI Software Solutions,0.3716,2
11653906,3899523380,Financial Analyst,EPITEC,0.3564,3
10466208,3901644857,Medical Territory Account Manager,Radiant Dev,0.4544,1
10466208,3904717669,Director Strategic Accounts- West,Mölnlycke Health Care,0.4055,2
10466208,3902355709,National Accounts Vice President,,0.3917,3
13352113,3891073516,Inside Sales Representative,STEM Talent Solutions,0.4322,1
13352113,3900981838,Sales Representative - Dearing Compressor & Pump Co.,Ingersoll Rand,0.4141,2
13352113,3884440238,Sales Representative - Dearing Compressor & Pump Co.,Ingersoll Rand,0.4141,3
20110597,3891073516,Inside Sales Representative,STEM Talent Solutions,0.4124,1
20110597,3884440238,Sales Representative - Dearing Compressor & Pump Co.,Ingersoll Rand,0.3977,2
20110597,3898168765,Sales Representative - Dearing Compressor & Pump Co.,Ingersoll Rand,0.3977,3
20211577,3891080433,Office Assistant,The Brewer-Garrett Company,0.3106,1
20211577,3900088697,Customer Service Representative,City of Seattle,0.3061,2
20211577,3901378569,Certified Pharmacy Technician,"LanceSoft, Inc.",0.3021,3
12315079,3904960001,"Vice President, Sales - US Majors","NTT DATA, Inc.",0.4905,1
12315079,3906221805,"Director of Sales, Natural Resources",SCS Global Services,0.4877,2
12315079,3884911725,Territory Sales - Medical Sales - Long Island,"Direct Sales Recruiting, LLC",0.4862,3
10480456,3904419082,"Scientist, Synthetic Chemistry/Medicinal Chemistry",Medicilon Inc.,0.3672,1
10480456,3887868707,Associate Director - Medicinal Chemistry,Novo Nordisk,0.3593,2
10480456,3901938531,"Scientist, Chemistry",Zentalis Pharmaceuticals,0.3356,3
75297735,3903811125,Real Estate Credit Associate/VP,Selby Jennings,0.415,1
75297735,3904373143,Real Estate Agent,MBC Real Estate LLC,0.4138,2
75297735,3887886525,National Manager - Trust Real Estate,Comerica Bank,0.3984,3
49325370,3904580161,Billing Specialist,Mid Oregon Personnel Services,0.3466,1
49325370,3905836819,Medical Records Clerk,SPECTRAFORCE,0.3361,2
49325370,3888937910,Medical Records Clerk,Creekside Behavioral Health,0.3354,3
21866029,3906230873,"VP, Store Operations",Carters Inc.,0.3598,1
21866029,3898162717,Store Manager,Ashley Global Retail,0.3427,2
21866029,3890891527,Store Manager,Ashley Global Retail,0.3425,3
14667957,3895867437,Restorative Nurse RN LPN,Elevate Care,0.5884,1
14667957,3900959541,RN-Pediatrics-Full time Nights,Trinity Health,0.577,2
14667957,3894295206,RN Unit Manager (UM),Ciena Healthcare,0.5508,3
10062724,3904720130,"Social Worker, Hospital Case Management, Full Time, Days",Prisma Health,0.4407,1
10062724,3887576713,Mental Health Specialist,Driscoll Children's Hospital,0.436,2
10062724,3899525833,Licensed Social Worker,Level D&I Solutions,0.4274,3
43994605,3900949690,Registered Nurse,STGi,0.4506,1
43994605,3884896957,MEDICAL ASSISTANT/PHLEBOTOMIST LEVEL 1,CAN Community Health,0.4381,2
43994605,3889249656,MEDICAL ASSISTANT/PHLEBOTOMIST LEVEL 1,CAN Community Health,0.4381,3
23814777,3889249656,MEDICAL ASSISTANT/PHLEBOTOMIST LEVEL 1,CAN Community Health,0.3964,1
23814777,3884896957,MEDICAL ASSISTANT/PHLEBOTOMIST LEVEL 1,CAN Community Health,0.3964,2
23814777,3885869154,Medical Assistant Allergy Clinic,Intermountain Health,0.3962,3
28745844,3898142852,Administrative Assistant,,0.3234,1
28745844,3906230559,"Executive Assistant to Director, Administrative Services","Vizient, Inc",0.321,2
28745844,3845186343,Administrative Assistant/Receptionist,Ragland & Associates LLC,0.3207,3
17864043,3898171814,Corporate Recruiter (100% onsite),Retail Options,0.4813,1
17864043,3900940684,Corporate Recruiter (100% onsite),Retail Options,0.4813,2
17864043,3887834752,Recruiter,Complete Staffing Solutions,0.4592,3
16121387,3905294249,Medical Practice Assistant-Hatcher Stat Hlth Center,Parkland Health,0.4709,1
16121387,3901653170,RN - Hospital,Cardiovascular Institute of the South,0.464,2
16121387,3901353062,clinical nurse specialist-NICU,Sutter Health,0.4624,3
10076271,3906091583,Regional Sales Manager (RETAIL),KPG99 INC,0.4187,1
10076271,3901652587,"Vice President of Sales & Marketing - Southern States Cooperative - Richmond, VA","GROWMARK, Inc.",0.4102,2
10076271,3889738226,Retail Marketing Manager,Dietz and Watson,0.3893,3
80876647,3889157118,Customer Service Associate - Temporary,Walgreens,0.3523,1
80876647,3904985330,Assistant Manager - Closing Shifts,A Hiring Company,0.3458,2
80876647,3889127539,Cook II - In-Room Dining (Full Time),Terranea Resort,0.3407,3
36861863,3891036113,Customer Account Specialist,PTA Plastics,0.3301,1
36861863,3905857887,Customer Success Manager (S2P),Corcentric,0.3046,2
36861863,3889148725,"Customer Experience Representative 1, Priority Xfinity Communities",Comcast,0.2974,3
24025053,3902925764,General Dentist,Lalor Family Dental,0.3215,1
24025053,3905250181,Dental Practice Manager,Project HOME,0.3179,2
24025053,3905235748,Certified Dental Assistant,,0.3035,3
17545780,3903815632,"Medical Assistant, Per Diem, Ambulatory Cardiology",Beth Israel Lahey Health,0.4796,1
17545780,3903811873,"Medical Assistant, Cardiology, Beverly",Beth Israel Lahey Health,0.4752,2
17545780,3903812848,"Medical Assistant, Cardiothoracic Surgery",Beth Israel Lahey Health,0.4751,3
95011061,3905308965,"Supervisor, Coding Services",Acclara,0.3028,1
95011061,3893692181,Veterinary Hospital Manager,National Veterinary Associates,0.3018,2
95011061,3885846269,Client Service Supervisor,VCA Animal Hospitals,0.2837,3
13565152,3906222741,"Nurse Coordinator, RN - System Transfer Center -Full-Time, Evening Shift",RWJBarnabas Health,0.452,1
13565152,3895272838,Clinical Manager Nursing Medical Surgical,Tufts Medicine,0.4359,2
13565152,3905284797,Dialysis Facility Administrator,U.S. Renal Care,0.4347,3
75744306,3905337612,Customer Service Representative,Pegasus Medical Concepts,0.4554,1
75744306,3889760518,Customer Service Representative,NESC Staffing,0.4471,2
75744306,3902359225,Customer Service Representative,Hometown Insurance Co,0.4432,3
26908066,3904091292,Recruiter On-Demand ,Zuswork,0.3859,1
26908066,3903846009,Senior Account Executive,Frank Recruitment Group,0.3751,2
26908066,3902813425,Recruiter,,0.3687,3
11704150,3894298486,Patient Care Associate-Cumberland/Springfield Gardens,NYC Health + Hospitals,0.2956,1
11704150,3904994062,Deputy City Manager - Chief Financial Officer,City of Tempe,0.2651,2
11704150,3816831972,Deputy City Manager - Chief Financial Officer,City of Tempe,0.2582,3
27917969,3891252355,Director of Sales & Marketing,Ascot Staffing,0.4583,1
27917969,3905294482,Director Product Management & Customer Advocacy #: 24-02682,HireTalent - Diversity Staffing & Recruiting Firm,0.4508,2
27917969,3899525740,Manager - Product Intelligence and Strategy,GEHA Health,0.4464,3
12613221,3898161195,Care Manager (Sleep),Somnea Health,0.4867,1
12613221,3905864558,Neurodiagnostic Tech- Sleep Center (Fulltime Nights),Parkland Health,0.4863,2
12613221,3903873802,Polysomnographic Technician,MedStar Health,0.4704,3
15680735,3884911725,Territory Sales - Medical Sales - Long Island,"Direct Sales Recruiting, LLC",0.4704,1
15680735,3884912476,Territory Sales - Medical Sales - UT,"Direct Sales Recruiting, LLC",0.4704,2
15680735,3904956243,"Manager, District Sales, Strategic Channel Partners",Brother USA,0.4578,3
13575312,3904999555,Senior Project Manager,Intralox,0.546,1
13575312,3884438693,Implementation Senior Project Manager,STChealth,0.5361,2
13575312,3905862537,Senior Project Manager - Software,"BEM Systems, Inc.",0.5251,3
15636923,3902751695,Fitness Trainer,Troon,0.4867,1
15636923,3905390952,Personal Trainer,24 Hour Fitness,0.4798,2
15636923,3904987736,Personal Trainer,24 Hour Fitness,0.4706,3
14062078,3895571206,"Staff Nurse, Correctional Health Services **Day Tour** (8am-8:30pm)",NYC Health + Hospitals,0.4097,1
14062078,3887492203,Foreign Service Regional Medical Officer,U.S. Department of State,0.4073,2
14062078,3887702407,Medical Doctor,U.S. Department of State,0.4073,3
37001381,3890892458,Medical Billing Manager,Cassopolis Family Clinic Network,0.5041,1
37001381,3901999607,Medical Biller,Alan E Gorenberg MD Inc,0.4982,2
37001381,3898164352,Billing Manager,Alivio Medical Center,0.4826,3
32219038,3904580161,Billing Specialist,Mid Oregon Personnel Services,0.3433,1
32219038,3903879086,Office Administration Coord,MedStar Health,0.3265,2
32219038,3904430633,Member Services Representative II Bilingual Spanish / Job Req 671396938,Alameda Alliance for Health,0.3258,3
10251432,3900982103,Administrative Assistant - Estimating,"Bay Cities Paving & Grading, Inc.",0.2828,1
10251432,3900084071,Construction Estimator,Premier Resources Group (PRG),0.2795,2
10251432,3895530200,Senior Project Engineer - TFS,Exyte,0.2782,3
28423028,3895804316,Senior Director Operations,"Penn Medicine, University of Pennsylvania Health System",0.5113,1
28423028,3901939196,Director of Operations,Robert Half,0.4811,2
28423028,3903812763,Practice Manager,Beth Israel Lahey Health,0.4606,3
